week_start,episode_count
2012-08-26,16
2012-09-02,16
2012-09-09,18
2012-09-16,17
2012-09-23,9
2012-09-30,16
2012-10-07,12
2012-10-14,19
2012-10-21,32
2012-10-28,24
2012-11-04,26
2012-11-11,42
2012-11-18,17
2012-11-25,13
2012-12-02,34
2012-12-09,18
2012-12-16,16
2012-12-23,24
2012-12-30,26
2013-01-06,8
2013-01-13,23
2013-01-20,17
2013-01-27,25
2013-02-03,21
2013-02-10,20
2013-02-17,22
2013-02-24,19
2013-03-03,23
2013-03-10,18
2013-03-17,19
2013-03-24,10
2013-03-31,35
2013-04-07,18
2013-04-14,24
2013-04-21,18
2013-04-28,24
2013-05-05,26
2013-05-12,18
2013-05-19,22
2013-05-26,23
2013-06-02,22
2013-06-09,17
2013-06-16,22
2013-06-23,30
2013-06-30,23
2013-07-07,9
2013-07-14,24
2013-07-21,15
2013-07-28,22
2013-08-04,12
2013-08-11,18
2013-08-18,15
2013-08-25,44
2013-09-01,17
2013-09-08,29
2013-09-15,4
2013-09-22,12
2013-09-29,20
2013-10-06,29
2013-10-13,24
2013-10-20,23
2013-10-27,16
2013-11-03,31
2013-11-10,13
2013-11-17,23
2013-11-24,12
2013-12-01,25
2013-12-08,20
2013-12-15,29
2013-12-22,23
2013-12-29,31
2014-01-05,20
2014-01-12,26
2014-01-19,19
2014-01-26,32
2014-02-02,10
2014-02-09,23
2014-02-16,20
2014-02-23,20
2014-03-02,25
2014-03-09,32
2014-03-16,13
2014-03-23,28
2014-03-30,35
2014-04-06,28
2014-04-13,18
2014-04-20,26
2014-04-27,29
2014-05-04,17
2014-05-11,25
2014-05-18,24
2014-05-25,28
2014-06-01,42
2014-06-08,15
2014-06-15,36
2014-06-22,23
2014-06-29,45
2014-07-06,24
2014-07-13,30
2014-07-20,24
2014-07-27,24
2014-08-03,25
2014-08-10,43
2014-08-17,36
2014-08-24,32
2014-08-31,35
2014-09-07,38
2014-09-14,31
2014-09-21,25
2014-09-28,35
2014-10-05,38
2014-10-12,33
2014-10-19,30
2014-10-26,31
2014-11-02,31
2014-11-09,38
2014-11-16,30
2014-11-23,51
2014-11-30,29
2014-12-07,32
2014-12-14,35
2014-12-21,40
2014-12-28,33
2015-01-04,39
2015-01-11,44
2015-01-18,40
2015-01-25,34
2015-02-01,35
2015-02-08,37
2015-02-15,58
2015-02-22,30
2015-03-01,21
2015-03-08,31
2015-03-15,35
2015-03-22,67
2015-03-29,57
2015-04-05,58
2015-04-12,70
2015-04-19,65
2015-04-26,67
2015-05-03,98
2015-05-10,77
2015-05-17,84
2015-05-24,63
2015-05-31,74
2015-06-07,77
2015-06-14,69
2015-06-21,69
2015-06-28,50
2015-07-05,62
2015-07-12,57
2015-07-19,42
2015-07-26,37
2015-08-02,53
2015-08-09,50
2015-08-16,64
2015-08-23,47
2015-08-30,66
2015-09-06,52
2015-09-13,41
2015-09-20,31
2015-09-27,15
2015-10-04,36
2015-10-11,51
2015-10-18,42
2015-10-25,67
2015-11-01,58
2015-11-08,69
2015-11-15,90
2015-11-22,69
2015-11-29,73
2015-12-06,70
2015-12-13,73
2015-12-20,91
2015-12-27,84
2016-01-03,65
2016-01-10,73
2016-01-17,88
2016-01-24,96
2016-01-31,76
2016-02-07,63
2016-02-14,59
2016-02-21,44
2016-02-28,56
2016-03-06,54
2016-03-13,56
2016-03-20,50
2016-03-27,57
2016-04-03,62
2016-04-10,97
2016-04-17,47
2016-04-24,20
2016-05-01,49
2016-05-08,60
2016-05-15,60
2016-05-22,67
2016-05-29,101
2016-06-05,73
2016-06-12,68
2016-06-19,61
2016-06-26,114
2016-07-03,78
2016-07-10,71
2016-07-17,88
2016-07-24,92
2016-07-31,97
2016-08-07,89
2016-08-14,81
2016-08-21,73
2016-08-28,65
2016-09-04,77
2016-09-11,50
2016-09-18,64
2016-09-25,55
2016-10-02,41
2016-10-09,49
2016-10-16,53
2016-10-23,45
2016-10-30,112
2016-11-06,80
2016-11-13,60
2016-11-20,72
2016-11-27,74
2016-12-04,66
2016-12-11,79
2016-12-18,84
2016-12-25,81
2017-01-01,99
2017-01-08,84
2017-01-15,110
2017-01-22,118
2017-01-29,114
2017-02-05,102
2017-02-12,120
2017-02-19,103
2017-02-26,106
2017-03-05,103
2017-03-12,96
2017-03-19,590
2017-03-26,97
2017-04-02,80
2017-04-09,87
2017-04-16,163
2017-04-23,108
2017-04-30,108
2017-05-07,88
2017-05-14,122
2017-05-21,154
2017-05-28,135
2017-06-04,116
2017-06-11,142
2017-06-18,151
2017-06-25,168
2017-07-02,166
2017-07-09,148
2017-07-16,144
2017-07-23,136
2017-07-30,139
2017-08-06,133
2017-08-13,169
2017-08-20,152
2017-08-27,171
2017-09-03,198
2017-09-10,169
2017-09-17,158
2017-09-24,189
2017-10-01,131
2017-10-08,127
2017-10-15,180
2017-10-22,207
2017-10-29,174
2017-11-05,201
2017-11-12,210
2017-11-19,234
2017-11-26,223
2017-12-03,174
2017-12-10,166
2017-12-17,182
2017-12-24,187
2017-12-31,194
2018-01-07,181
2018-01-14,250
2018-01-21,222
2018-01-28,212
2018-02-04,227
2018-02-11,222
2018-02-18,206
2018-02-25,316
2018-03-04,263
2018-03-11,257
2018-03-18,264
2018-03-25,232
2018-04-01,159
2018-04-08,324
2018-04-15,184
2018-04-22,214
2018-04-29,225
2018-05-06,203
2018-05-13,237
2018-05-20,236
2018-05-27,234
2018-06-03,203
2018-06-10,240
2018-06-17,216
2018-06-24,287
2018-07-01,258
2018-07-08,257
2018-07-15,246
2018-07-22,203
2018-07-29,301
2018-08-05,292
2018-08-12,205
2018-08-19,243
2018-08-26,284
2018-09-02,304
2018-09-09,156
2018-09-16,186
2018-09-23,145
2018-09-30,188
2018-10-07,256
2018-10-14,262
2018-10-21,267
2018-10-28,248
2018-11-04,371
2018-11-11,247
2018-11-18,257
2018-11-25,267
2018-12-02,258
2018-12-09,249
2018-12-16,260
2018-12-23,303
2018-12-30,303
2019-01-06,332
2019-01-13,391
2019-01-20,367
2019-01-27,382
2019-02-03,514
2019-02-10,466
2019-02-17,351
2019-02-24,414
2019-03-03,406
2019-03-10,474
2019-03-17,400
2019-03-24,376
2019-03-31,417
2019-04-07,351
2019-04-14,390
2019-04-21,243
2019-04-28,339
2019-05-05,334
2019-05-12,487
2019-05-19,357
2019-05-26,373
2019-06-02,373
2019-06-09,482
2019-06-16,329
2019-06-23,407
2019-06-30,441
2019-07-07,477
2019-07-14,402
2019-07-21,438
2019-07-28,442
2019-08-04,401
2019-08-11,407
2019-08-18,384
2019-08-25,385
2019-09-01,445
2019-09-08,411
2019-09-15,378
2019-09-22,434
2019-09-29,290
2019-10-06,277
2019-10-13,255
2019-10-20,318
2019-10-27,407
2019-11-03,471
2019-11-10,432
2019-11-17,459
2019-11-24,468
2019-12-01,606
2019-12-08,521
2019-12-15,552
2019-12-22,474
2019-12-29,530
2020-01-05,491
2020-01-12,516
2020-01-19,586
2020-01-26,548
2020-02-02,657
2020-02-09,534
2020-02-16,576
2020-02-23,666
2020-03-01,544
2020-03-08,531
2020-03-15,606
2020-03-22,703
2020-03-29,773
2020-04-05,629
2020-04-12,590
2020-04-19,776
2020-04-26,583
2020-05-03,762
2020-05-10,727
2020-05-17,738
2020-05-24,695
2020-05-31,667
2020-06-07,576
2020-06-14,674
2020-06-21,670
2020-06-28,620
2020-07-05,664
2020-07-12,772
2020-07-19,802
2020-07-26,720
2020-08-02,663
2020-08-09,667
2020-08-16,659
2020-08-23,739
2020-08-30,1144
2020-09-06,739
2020-09-13,709
2020-09-20,751
2020-09-27,633
2020-10-04,670
2020-10-11,755
2020-10-18,1060
2020-10-25,755
2020-11-01,801
2020-11-08,813
2020-11-15,811
2020-11-22,786
2020-11-29,827
2020-12-06,845
2020-12-13,806
2020-12-20,838
2020-12-27,1002
2021-01-03,891
2021-01-10,1109
2021-01-17,1107
2021-01-24,975
2021-01-31,1016
2021-02-07,987
2021-02-14,924
2021-02-21,975
2021-02-28,937
2021-03-07,1020
2021-03-14,1029
2021-03-21,1693
2021-03-28,974
2021-04-04,1041
2021-04-11,946
2021-04-18,1042
2021-04-25,1058
2021-05-02,1072
2021-05-09,879
2021-05-16,774
2021-05-23,1048
2021-05-30,990
2021-06-06,952
2021-06-13,961
2021-06-20,1007
2021-06-27,869
2021-07-04,983
2021-07-11,1015
2021-07-18,984
2021-07-25,983
2021-08-01,1061
2021-08-08,1012
2021-08-15,1073
2021-08-22,1208
2021-08-29,1100
2021-09-05,769
2021-09-12,813
2021-09-19,765
2021-09-26,829
2021-10-03,980
2021-10-10,1155
2021-10-17,1145
2021-10-24,1181
2021-10-31,1234
2021-11-07,1122
2021-11-14,1153
2021-11-21,1300
2021-11-28,1276
2021-12-05,1248
2021-12-12,1272
2021-12-19,1312
2021-12-26,1307
2022-01-02,1512
2022-01-09,1493
2022-01-16,1331
2022-01-23,1413
2022-01-30,1642
2022-02-06,1412
2022-02-13,1328
2022-02-20,1349
2022-02-27,1311
2022-03-06,1406
2022-03-13,1348
2022-03-20,1252
2022-03-27,1412
2022-04-03,1323
2022-04-10,1110
2022-04-17,820
2022-04-24,1216
2022-05-01,1135
2022-05-08,1534
2022-05-15,1369
2022-05-22,1431
2022-05-29,1673
2022-06-05,1260
2022-06-12,1373
2022-06-19,1351
2022-06-26,1277
2022-07-03,1326
2022-07-10,1353
2022-07-17,1426
2022-07-24,1543
2022-07-31,1544
2022-08-07,1383
2022-08-14,1372
2022-08-21,1303
2022-08-28,1530
2022-09-04,1585
2022-09-11,1541
2022-09-18,1535
2022-09-25,1007
2022-10-02,1186
2022-10-09,1007
2022-10-16,1129
2022-10-23,1484
2022-10-30,1607
2022-11-06,1597
2022-11-13,1590
2022-11-20,1609
2022-11-27,1723
2022-12-04,1730
2022-12-11,1789
2022-12-18,1668
2022-12-25,1790
2023-01-01,2053
2023-01-08,1811
2023-01-15,1854
2023-01-22,1916
2023-01-29,2053
2023-02-05,1925
2023-02-12,1988
2023-02-19,1811
2023-02-26,1886
2023-03-05,1745
2023-03-12,1831
2023-03-19,1772
2023-03-26,1721
2023-04-02,1374
2023-04-09,1771
2023-04-16,1743
2023-04-23,1881
2023-04-30,2314
2023-05-07,1831
2023-05-14,1894
2023-05-21,2330
2023-05-28,1908
2023-06-04,1940
2023-06-11,2076
2023-06-18,1945
2023-06-25,1992
2023-07-02,2212
2023-07-09,1967
2023-07-16,2012
2023-07-23,1818
2023-07-30,1754
2023-08-06,1727
2023-08-13,1619
2023-08-20,1672
2023-08-27,1795
2023-09-03,1735
2023-09-10,1741
2023-09-17,1716
2023-09-24,1287
2023-10-01,1354
2023-10-08,1031
2023-10-15,1279
2023-10-22,1557
2023-10-29,1497
2023-11-05,1705
2023-11-12,2025
2023-11-19,1736
2023-11-26,1723
2023-12-03,1871
2023-12-10,1624
2023-12-17,1800
2023-12-24,1928
2023-12-31,1910
2024-01-07,2112
2024-01-14,1908
2024-01-21,2047
2024-01-28,1944
2024-02-04,1955
2024-02-11,1972
2024-02-18,1987
2024-02-25,2024
2024-03-03,1986
2024-03-10,1915
2024-03-17,1969
2024-03-24,1821
2024-03-31,2487
2024-04-07,2166
2024-04-14,1898
2024-04-21,1250
2024-04-28,1500
2024-05-05,1823
2024-05-12,1716
2024-05-19,1890
2024-05-26,1996
2024-06-02,1983
2024-06-09,1670
2024-06-16,1892
2024-06-23,1884
2024-06-30,2148
2024-07-07,1929
2024-07-14,1895
2024-07-21,1921
2024-07-28,1905
2024-08-04,1999
2024-08-11,2179
2024-08-18,2596
2024-08-25,2423
2024-09-01,2750
2024-09-08,3334
2024-09-15,2153
